id,name,type,desc,atk,def,level,race,attribute,archetype,image_url,image_path,file_name,image_id
39432962,Dododo Witch,Effect Monster,"When this card is Normal or Special Summoned: You can Special Summon 1 ""Dododo"" monster from your hand in Attack Position or face-down Defense Position, except ""Dododo Witch"".",1200,1600,4,Warrior,EARTH,Dododo,https://images.ygoprodeck.com/images/cards_cropped/39432962.jpg,training_data_final/sampled_training_images/39432962.jpg,39432962.jpg,39432962.jpg
62038047,Shiranui Smith,Effect Monster,"If this card is sent from the field to the Graveyard as a Synchro Material: You can add 1 ""Shiranui"" card from your Deck to your hand, except ""Shiranui Smith"". You can only use this effect of ""Shiranui Smith"" once per turn. If this card is banished: You can activate this effect; this turn, Zombie-Type monsters you control cannot be destroyed by battle.",1000,0,4,Zombie,FIRE,Shiranui,https://images.ygoprodeck.com/images/cards_cropped/62038047.jpg,training_data_final/sampled_training_images/62038047.jpg,62038047.jpg,62038047.jpg
80925836,Koa'ki Meiru Doom,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Fiend-Type monster in your hand. Negate the effects of LIGHT and DARK monsters that activate during the Main Phase.",1700,800,3,Fiend,WIND,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards_cropped/80925836.jpg,training_data_final/sampled_training_images/80925836.jpg,80925836.jpg,80925836.jpg
96746083,"True King Agnimazud, the Vanisher",Effect Monster,"If this card is in your hand: You can destroy 2 other monsters in your hand and/or face-up field, including a FIRE monster, and if you do, Special Summon this card, and if you do that, you can banish 1 monster from your opponent's field or GY, if both the destroyed monsters were FIRE. If this card is destroyed by card effect: You can add 1 non-FIRE Wyrm monster from your GY to your hand. You can only use each effect of ""True King Agnimazud, the Vanisher"" once per turn.",2900,1900,9,Wyrm,FIRE,Unknown,https://images.ygoprodeck.com/images/cards_cropped/96746083.jpg,training_data_final/sampled_training_images/96746083.jpg,96746083.jpg,96746083.jpg
17063599,Heavenly Zephyr - Miradora,Effect Monster,"The activation and effect of this card's effects cannot be negated. If your opponent Special Summons a monster(s) with 2000 or more ATK from the Extra Deck (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned from the hand: You can target 1 face-up opponent's monster that was Special Summoned from the Extra Deck; neither player can activate that monster's effects while this monster is face-up on the field. You can only use each effect of ""Heavenly Zephyr - Miradora"" once per turn.",2000,2600,7,Dragon,WIND,Unknown,https://images.ygoprodeck.com/images/cards_cropped/17063599.jpg,training_data_final/sampled_training_images/17063599.jpg,17063599.jpg,17063599.jpg
62968263,Galaxy-Eyes Afterglow Dragon,Effect Monster,"If you control a ""Galaxy-Eyes"" monster: You can Special Summon this card from your hand in Defense Position. If this card is detached from an Xyz Monster to activate that monster's effect: You can take 1 ""Galaxy-Eyes Photon Dragon"" from your hand or Deck, and either Special Summon it, or attach it to an Xyz Monster you control as material, then if you activated this effect during the Battle Phase, double the ATK of all ""Number"" Xyz Monsters you control. You can only use each effect of ""Galaxy-Eyes Afterglow Dragon"" once per turn.",3000,2500,8,Dragon,LIGHT,Galaxy-Eyes,https://images.ygoprodeck.com/images/cards_cropped/62968263.jpg,training_data_final/sampled_training_images/62968263.jpg,62968263.jpg,62968263.jpg
93830681,Friller Rabca,Effect Monster,"When a Fish, Sea Serpent, or Aqua-Type monster you control is targeted for an attack: You can banish this card from your Graveyard, then target the attacking monster; negate the attack, and if you do, that target loses 500 ATK until the end of the next turn. You can only use this effect of ""Friller Rabca"" once per turn.",700,1500,3,Fish,WATER,Unknown,https://images.ygoprodeck.com/images/cards_cropped/93830681.jpg,training_data_final/sampled_training_images/93830681.jpg,93830681.jpg,93830681.jpg
44451698,Fairy Archer Ingunar,Effect Monster,"Cannot attack the turn this card is Special Summoned. If this card is Special Summoned by the effect of a Plant monster: You can target 1 Level 6 or higher Plant monster in your GY; Special Summon it in Defense Position, also you cannot Special Summon for the rest of this turn, except Plant monsters. You can only use this effect of ""Fairy Archer Ingunar"" once per turn.",2400,1200,6,Plant,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/44451698.jpg,training_data_final/sampled_training_images/44451698.jpg,44451698.jpg,44451698.jpg
99426834,Beastking of the Swamps,Effect Monster,"You can substitute this card for any 1 Fusion Material Monster. When you do this, the other Fusion Material Monster(s) must be the correct one(s).",1000,1100,4,Aqua,WATER,Unknown,https://images.ygoprodeck.com/images/cards_cropped/99426834.jpg,training_data_final/sampled_training_images/99426834.jpg,99426834.jpg,99426834.jpg
45593826,"Draghig, Malebranche of the Burning Abyss",Effect Monster,"If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of these effects of ""Draghig, Malebranche of the Burning Abyss"" per turn, and only once that turn.
● If you control no Spell/Trap Cards: You can Special Summon this card from your hand.
● If this card is sent to the Graveyard: You can choose 1 ""Burning Abyss"" card from your Deck and place it on top of your Deck.",1100,900,3,Fiend,DARK,Burning Abyss,https://images.ygoprodeck.com/images/cards_cropped/45593826.jpg,training_data_final/sampled_training_images/45593826.jpg,45593826.jpg,45593826.jpg
55591586,Thunder Dragonduo,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. Once per turn, if a monster effect is activated in the hand: This card gains 300 ATK until the end of this turn. When this card destroys an opponent's monster by battle: You can banish 1 card from your GY; add 1 Thunder monster from your Deck to your hand. Once per turn, during your opponent's End Phase: You can target 1 of your banished cards; place it on the top or bottom of your Deck.",2800,0,8,Thunder,DARK,Thunder Dragon,https://images.ygoprodeck.com/images/cards_cropped/55591586.jpg,training_data_final/sampled_training_images/55591586.jpg,55591586.jpg,55591586.jpg
34244455,Star Staring Starling,Effect Monster,"This card gains an effect based on your Main Monster Zone it is in.
● Leftmost: Increase its Level by 4.
● Rightmost: Increase its Level by 3.
● Center: Increase its Level by 2.
● Others: Increase its Level by 1.",1000,1500,4,Winged Beast,WIND,Unknown,https://images.ygoprodeck.com/images/cards_cropped/34244455.jpg,training_data_final/sampled_training_images/34244455.jpg,34244455.jpg,34244455.jpg
23234094,Evolsaur Elias,Effect Monster,"When this card is Special Summoned by the effect of an ""Evoltile"" monster: You can Special Summon 1 Level 6 or lower FIRE Dinosaur-Type monster from your hand.",100,2400,6,Dinosaur,FIRE,Evolsaur,https://images.ygoprodeck.com/images/cards_cropped/23234094.jpg,training_data_final/sampled_training_images/23234094.jpg,23234094.jpg,23234094.jpg
40177746,Eva,Effect Monster,"If this card is sent to the GY: You can banish up to 2 other LIGHT Fairy monsters from your field and/or GY; add the same number of Level 2 or lower LIGHT Fairy monsters with different names from your Deck to your hand, except ""Eva"". You can only use this effect of ""Eva"" once per turn.",500,200,1,Fairy,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/40177746.jpg,training_data_final/sampled_training_images/40177746.jpg,40177746.jpg,40177746.jpg
43218406,"Gizmek Okami, the Dreaded Deluge Dragon",Effect Monster,"You can pay 1500 LP; destroy all monsters on the field that were Special Summoned from the Extra Deck, also you can only attack with 1 monster this turn. You can only use each of the following effects of ""Gizmek Okami, the Dreaded Deluge Dragon"" once per turn. If 2 or more monsters Special Summoned from the Extra Deck are on the field: You can Special Summon this card from your hand. If this card in your possession is sent to your GY by an opponent's card: You can banish 1 monster from your opponent's GY, then gain LP equal to its ATK.",2950,2950,10,Machine,WATER,Gizmek,https://images.ygoprodeck.com/images/cards_cropped/43218406.jpg,training_data_final/sampled_training_images/43218406.jpg,43218406.jpg,43218406.jpg
36521307,Mathmech Circular,Effect Monster,"You can send 1 ""Mathmech"" monster, except ""Mathmech Circular"", from your Deck to your GY; Special Summon this card from your hand, also you can only attack with 1 monster for the rest of this turn. If a ""Mathmech"" monster is Normal or Special Summoned to your field while you control this monster (except during the Damage Step): You can add 1 ""Mathmech"" Spell/Trap from your Deck to your hand. You can only use each effect of ""Mathmech Circular"" once per turn.",1500,1500,4,Cyberse,LIGHT,Mathmech,https://images.ygoprodeck.com/images/cards_cropped/36521307.jpg,training_data_final/sampled_training_images/36521307.jpg,36521307.jpg,36521307.jpg
83011278,Mystic Tomato,Effect Monster,"When this card is destroyed by battle and sent to the GY: You can Special Summon 1 DARK monster with 1500 or less ATK from your Deck, in face-up Attack Position.",1400,1100,4,Plant,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/83011277.jpg,training_data_final/sampled_training_images/83011277.jpg,83011277.jpg,83011277.jpg
15808381,Achichi @Ignister,Effect Monster,"If this card is Normal or Special Summoned: You can add 1 Level 4 or lower ""@Ignister"" monster from your Deck to your hand, except ""Achichi @Ignister"". At the start of the Damage Step, when your Cyberse monster battles: You can banish this card from your GY; destroy that monster you control. You can only use each effect of ""Achichi @Ignister"" once per turn.",800,800,2,Cyberse,FIRE,@Ignister,https://images.ygoprodeck.com/images/cards_cropped/15808381.jpg,training_data_final/sampled_training_images/15808381.jpg,15808381.jpg,15808381.jpg
85360035,Dual Avatar Fists - Yuhi,Effect Monster,"You can target 1 ""Dual Avatar"" monster you control; destroy it, and if you do, add 1 ""Dual Avatar"" Spell from your Deck to your hand. If a face-up ""Dual Avatar"" Fusion Monster(s) you control, that was Fusion Summoned using an Effect Monster as material, is destroyed by battle or an opponent's card effect, while this card is in your GY: You can add this card to your hand. You can only use each effect of ""Dual Avatar Fists - Yuhi"" once per turn.",1800,1000,4,Warrior,LIGHT,Dual Avatar,https://images.ygoprodeck.com/images/cards_cropped/85360035.jpg,training_data_final/sampled_training_images/85360035.jpg,85360035.jpg,85360035.jpg
91559748,Prickle Fairy,Effect Monster,"Your opponent cannot attack Insect monsters. If this card battled a monster, at the end of the Damage Step: Change that monster to Defense Position.",300,2000,4,Plant,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/91559748.jpg,training_data_final/sampled_training_images/91559748.jpg,91559748.jpg,91559748.jpg
27944249,"Windaar, Sage of Gusto",Effect Monster,"When this card destroys a monster by battle and sends it to the Graveyard: You can target 1 Level 3 or lower ""Gusto"" monster in your Graveyard; Special Summon that target in face-up Defense Position.",2000,1000,6,Psychic,WIND,Gusto,https://images.ygoprodeck.com/images/cards_cropped/27944249.jpg,training_data_final/sampled_training_images/27944249.jpg,27944249.jpg,27944249.jpg
81825063,General Wayne of the Ice Barrier,Effect Monster,"Spells and Traps sent from the field to your opponent's GY are banished instead. You can only use each of the following effects of ""General Wayne of the Ice Barrier"" once per turn. If your opponent controls a monster and you control an ""Ice Barrier"" monster: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can add 1 ""Ice Barrier"" Spell/Trap from your Deck to your hand.",2100,400,5,Warrior,WATER,Ice Barrier,https://images.ygoprodeck.com/images/cards_cropped/81825063.jpg,training_data_final/sampled_training_images/81825063.jpg,81825063.jpg,81825063.jpg
28183605,Dragunity Dux,Effect Monster,"Gains 200 ATK for each ""Dragunity"" card you control. When this card is Normal Summoned: You can target 1 Level 3 or lower Dragon ""Dragunity"" monster in your GY; equip that target to this card.",1500,1000,4,Winged Beast,WIND,Dragunity,https://images.ygoprodeck.com/images/cards_cropped/28183605.jpg,training_data_final/sampled_training_images/28183605.jpg,28183605.jpg,28183605.jpg
63468625,Meklord Astro Mekanikle,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 ""Meklord"" monsters from your hand to the Graveyard, and cannot be Special Summoned by other ways. Once per turn: You can target 1 Synchro Monster your opponent controls; equip that target to this card. This card gains ATK equal to the combined ATK of the monsters equipped to it by this effect. Once per turn, during your Standby Phase: You can send 1 of these equipped monsters you control to the Graveyard; inflict damage to your opponent equal to that monster's original ATK. You cannot conduct your Battle Phase the turn you activate this effect.",4000,4000,12,Machine,LIGHT,Meklord,https://images.ygoprodeck.com/images/cards_cropped/63468625.jpg,training_data_final/sampled_training_images/63468625.jpg,63468625.jpg,63468625.jpg
43694650,Danger!? Jackalope?,Effect Monster,"You can reveal this card in your hand; your opponent randomly chooses 1 card from your entire hand, then you discard the chosen card. Then, if the discarded card was not ""Danger!? Jackalope?"", Special Summon 1 ""Danger!? Jackalope?"" from your hand, and if you do, draw 1 card. If this card is discarded: You can Special Summon 1 ""Danger!"" monster from your Deck in Defense Position, except ""Danger!? Jackalope?"". You can only use this effect of ""Danger!? Jackalope?"" once per turn.",500,2000,3,Beast,DARK,Danger!,https://images.ygoprodeck.com/images/cards_cropped/43694650.jpg,training_data_final/sampled_training_images/43694650.jpg,43694650.jpg,43694650.jpg
76321376,Mine Golem,Effect Monster,"When this card is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent.",1000,1900,3,Rock,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/76321376.jpg,training_data_final/sampled_training_images/76321376.jpg,76321376.jpg,76321376.jpg
43256007,Zuijin of the Ice Barrier,Effect Monster,"You can Tribute this card; Special Summon 1 Level 5 or higher ""Ice Barrier"" monster from your hand. If this card is in your GY, except the turn it was sent there: You can target 1 Level 3 or higher WATER monster you control; reduce its Level by exactly 2, and if you do, Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Zuijin of the Ice Barrier"" once per turn.",500,300,2,Warrior,WATER,Ice Barrier,https://images.ygoprodeck.com/images/cards_cropped/43256007.jpg,training_data_final/sampled_training_images/43256007.jpg,43256007.jpg,43256007.jpg
18621798,Fire King Avatar Arvata,Effect Monster,"When a monster effect is activated while this monster is on the field (Quick Effect): You can negate the activation, and if you do, destroy 1 other FIRE monster in your hand or field. If this card is destroyed and sent to the GY: You can target 1 FIRE Beast, Beast-Warrior, or Winged Beast monster in your GY, except ""Fire King Avatar Arvata""; Special Summon it, but it has its effects negated, also it is destroyed during the End Phase. You can only use each effect of ""Fire King Avatar Arvata"" once per turn.",1800,200,4,Beast-Warrior,FIRE,Fire King,https://images.ygoprodeck.com/images/cards_cropped/18621798.jpg,training_data_final/sampled_training_images/18621798.jpg,18621798.jpg,18621798.jpg
45041488,Koa'ki Meiru Guardian,Effect Monster,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the GY or reveal 1 Rock monster in your hand. When a monster effect is activated (Quick Effect): You can Tribute this card; negate the activation, and if you do, destroy that monster.",1900,1200,4,Rock,EARTH,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards_cropped/45041488.jpg,training_data_final/sampled_training_images/45041488.jpg,45041488.jpg,45041488.jpg
43318266,Cloudian - Cirrostratus,Effect Monster,"This card cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. When you Normal Summon this card, place 1 Fog Counter on it for each ""Cloudian"" monster on the field. You can remove 2 Fog Counters from this card to destroy 1 monster on the field.",900,0,4,Fairy,WATER,Cloudian,https://images.ygoprodeck.com/images/cards_cropped/43318266.jpg,training_data_final/sampled_training_images/43318266.jpg,43318266.jpg,43318266.jpg
69931927,Earthbound Immortal Chacu Challhua,Effect Monster,"There can only be 1 ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot target this card for attacks. This card can attack your opponent directly. Once per turn: You can inflict damage to your opponent equal to half this card's DEF on the field. This card cannot attack during the turn you activate this effect. While this card is in Defense Position, your opponent cannot conduct their Battle Phase.",2900,2400,10,Fish,DARK,Earthbound,https://images.ygoprodeck.com/images/cards_cropped/69931927.jpg,training_data_final/sampled_training_images/69931927.jpg,69931927.jpg,69931927.jpg
