Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
1861629$Decode Talker$$DARK$[Cyberse/link]$3$Top/Bottom-Left/Bottom-Right$$$$2300$$$2+ Effect Monsters$$Gains 500 ATK for each monster it points to. When your opponent activates a card or effect that targets a card(s) you control (Quick Effect): You can Tribute 1 monster this card points to; negate the activation, and if you do, destroy that card.$$$$$
7394770$Brilliant Fusion$$SPELL$$$$$$$$$Continuous$$$When this card is activated: Fusion Summon 1 "Gem-Knight" Fusion Monster from your Extra Deck, using monsters from your Deck as Fusion Material, but change its ATK/DEF to 0. If this card leaves the field, destroy that monster. Once per turn: You can discard 1 Spell; the monster Special Summoned by this card's effect gains ATK/DEF equal to its original ATK/DEF, until the end of your opponent's turn. You can only activate 1 "Brilliant Fusion" per turn.$$$$$
74063034$Invocation$$SPELL$$$$$$$$$Normal$$$Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand as Fusion Material. If Summoning an "Invoked" Fusion Monster this way, you can also banish monsters from your field and/or either player's GY as Fusion Material. If this card is in your GY: You can target 1 of your banished "Aleister the Invoker"; shuffle this card into the Deck, and if you do, add that card to your hand. You can only use this effect of "Invocation" once per turn.$$$$$
4388680$Revendread Slayer$$DARK$[Zombie/ritual]$$$$$6$2400$0$$$$You can Ritual Summon this card with any "Vendread" Ritual Spell. Once per battle, if this card battles an opponent's monster, during damage calculation (Quick Effect): You can banish 1 Zombie monster from your GY; this card gains 300 ATK. If this Ritual Summoned card is sent to the GY: You can add 1 Ritual Spell from your Deck to your hand, and if you do, send 1 "Vendread" monster from your Deck to the GY. You can only use this effect of "Revendread Slayer" once per turn.$$$$$
52022648$Fairy Tail - Rella$$LIGHT$[Spellcaster/effect]$$$$$4$1850$1000$$$$Neither player can target monsters on the field with Spell Cards or effects, except this one. Once per turn: You can discard 1 Spell; equip 1 Equip Spell from your hand, Deck, or GY to this card, but return that Equip Spell to the hand during the End Phase.$$$$$
98414735$Paleozoic Canadia$$TRAP$$$$$$$$$Normal$$$Target 1 face-up monster your opponent controls; change it to face-down Defense Position. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.$$$$$
2376209$Paleozoic Eldonia$$TRAP$$$$$$$$$Normal$$$Target 1 face-up monster on the field; it gains 500 ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.$$$$$
61420130$Paleozoic Hallucigenia$$TRAP$$$$$$$$$Normal$$$Target 1 face-up monster on the field; its ATK/DEF become half its current ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.$$$$$
73468603$Set Rotation$$SPELL$$$$$$$$$Quick-Play$$$Set 2 Field Spells with different names from your Deck on the field (1 on your field, and 1 on your opponent's field). While either of those cards remain Set on the field, neither player can activate or Set other Field Spells.$$$$$
93969023$Black Metal Dragon$$DARK$[Dragon/effect]$$$$$1$600$600$$$$You can target 1 "Red-Eyes" monster you control; equip this monster from your hand or field to that target. It gains 600 ATK. If this card is sent from the field to the GY: You can add 1 "Red-Eyes" card from your Deck to your hand.$$$$$
14577226$Windwitch - Winter Bell$$WIND$[Spellcaster/synchro]$$$$$7$2400$2000$$1 Tuner + 1+ non-Tuner WIND monsters$$You can target 1 "Windwitch" monster in your GY; inflict damage to your opponent equal to that target's Level x 200. During the Battle Phase (Quick Effect): You can target 1 "Windwitch" monster you control; Special Summon 1 monster from your hand with a Level less than or equal to that monster, but it cannot attack this turn. You can only use each effect of "Windwitch - Winter Bell" once per turn.$$$$$
98700941$Trickstar Lilybell$$LIGHT$[Fairy/effect]$$$$$2$800$2000$$$$If this card is added to your hand, except by drawing it: You can Special Summon it from your hand. You can only use this effect of "Trickstar Lilybell" once per turn. This card can attack directly. When this card inflicts battle damage to your opponent: You can target 1 "Trickstar" monster in your GY; add it to your hand.$$$$$
3659803$Overload Fusion$$SPELL$$$$$$$$$Normal$$$Fusion Summon 1 DARK Machine Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your field or GY.$$$$$
91731841$Gem-Knight Garnet$$EARTH$[Pyro/normal]$$$$$4$1900$0$$$$The Gem-Knight Warrior who carries the Garnet Soul. His Flaming Iron Fist crushes all enemies.$$$$$
99423156$Shiranui Spiritmaster$$FIRE$[Zombie/effect]$$$$$4$1500$0$$$$When this card is Normal Summoned: You can Special Summon 1 "Shiranui" monster from your hand or GY, except "Shiranui Spiritmaster", but banish it when it leaves the field. If this card is banished: You can target 1 face-up card your opponent controls; destroy it. You can only use this effect of "Shiranui Spiritmaster" once per turn.$$$$$
35272499$Predaplant Ophrys Scorpio$$DARK$[Plant/effect]$$$$$3$1200$800$$$$If this card is Normal or Special Summoned: You can send 1 monster from your hand to the GY; Special Summon 1 "Predaplant" monster from your Deck, except "Predaplant Ophrys Scorpio". You can only use this effect of "Predaplant Ophrys Scorpio" once per turn.$$$$$
52467217$Gozuki$$EARTH$[Zombie/effect]$$$$$4$1700$800$$$$During your Main Phase: You can send 1 Zombie monster from your Deck to the GY. If this card is sent to the GY: You can banish 1 Zombie monster from your GY, except "Gozuki"; Special Summon 1 Zombie monster from your hand. You can only use each effect of "Gozuki" once per turn.$$$$$
27407330$Lightray Grepher$$LIGHT$[Warrior/effect]$$$$$4$1700$1600$$$$You can Special Summon this card (from your hand) by discarding 1 Level 5 or higher LIGHT monster. Once per turn: You can discard 1 LIGHT monster; banish 1 LIGHT monster from your Deck.$$$$$
81191584$Recurring Nightmare$$SPELL$$$$$$$$$Normal$$$Target 2 DARK monsters with 0 DEF in your GY; add those targets to your hand.$$$$$
41620959$Dragon Shrine$$SPELL$$$$$$$$$Normal$$$Send 1 Dragon monster from your Deck to the GY, then, if that monster in your GY is a Dragon Normal Monster, you can send 1 more Dragon monster from your Deck to the GY. You can only activate 1 "Dragon Shrine" per turn.$$$$$
12958919$Phantom Skyblaster$$DARK$[Fiend/effect]$$$$$4$1100$800$$$$When this card is Normal or Flip Summoned: You can Special Summon any number of "Skyblaster Tokens" (Fiend/DARK/Level 4/ATK 500/DEF 500), up to the number of monsters you control. Once per turn, during your Standby Phase: You can inflict 300 damage to your opponent for each "Skyblaster" monster you control. "Skyblaster" monsters you control cannot declare an attack during the turn you activate this effect.$$$$$
64627453$Ojama Blue$$LIGHT$[Beast/effect]$$$$$2$0$1000$$$$When this card is destroyed by battle and sent to the GY: You can add 2 "Ojama" cards from your Deck to your hand.$$$$$
77561728$Disturbance Strategy$$TRAP$$$$$$$$$Normal$$$Your opponent shuffles their entire hand into the Deck, then draws the same number of cards.$$$$$
38280762$Enishi, Shien's Chancellor$$LIGHT$[Warrior/effect]$$$$$6$2200$1200$$$$Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 2 "Six Samurai" monsters from your GY. Once per turn: You can target 1 face-up monster; destroy that target. This card cannot attack the turn this effect is activated.$$$$$
15951532$Amazoness Queen$$EARTH$[Warrior/effect]$$$$$6$2400$1800$$$$"Amazoness" monsters you control cannot be destroyed by battle.$$$$$
3113836$Gem-Knight Seraphinite$$EARTH$[Fairy/fusion]$$$$$5$2300$1400$$1 "Gem-Knight" monster + 1 LIGHT monster$$Must first be Fusion Summoned with the above Fusion Materials. During your Main Phase, you can Normal Summon/Set 1 monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)$$$$$
