Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
99365553$Lightpulsar Dragon$$LIGHT$[Dragon/effect]$$$$$6$2500$1500$$$$You can Special Summon this card (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. You can Special Summon this card (from your GY) by sending 1 LIGHT and 1 DARK monster from your hand to the GY. When this card is sent from the field to the GY: You can target 1 Level 5 or higher DARK Dragon monster in your GY; Special Summon that target.$$$$$
25460258$Darkflare Dragon$$DARK$[Dragon/effect]$$$$$5$2400$1200$$$$You can Special Summon this card (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. Once per turn: You can send 1 Dragon monster from your hand and 1 Dragon monster from your Deck to the GY, then target 1 card in either GY; banish that target.$$$$$
51858306$Eclipse Wyvern$$LIGHT$[Dragon/effect]$$$$$4$1600$1000$$$$If this card is sent to the Graveyard: Banish 1 Level 7 or higher LIGHT or DARK Dragon-Type monster from your Deck. If this card is banished from your Graveyard: You can add the monster banished by this card's effect to your hand.$$$$$
89631139$Blue-Eyes White Dragon$$LIGHT$[Dragon/normal]$$$$$8$3000$2500$$$$This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.$$$$$
74677422$Red-Eyes Black Dragon$$DARK$[Dragon/normal]$$$$$7$2400$2000$$$$''A ferocious dragon with a deadly attack.''$$$$$
79814787$The White Stone of Legend$$LIGHT$[Dragon/effect]$$$$$1$300$250$$$$If this card is sent to the GY: Add 1 "Blue-Eyes White Dragon" from your Deck to your hand.$$$$$
36262024$Black Dragon's Chick$$DARK$[Dragon/effect]$$$$$1$800$500$$$$You can send this face-up card you control to the Graveyard; Special Summon 1 "Red-Eyes B. Dragon" from your hand.$$$$$
84914462$Axe Dragonute$$DARK$[Dragon/effect]$$$$$4$2000$1200$$$$If this card attacks, it is changed to Defense Position at the end of the Damage Step.$$$$$
54343893$Vice Dragon$$DARK$[Dragon/effect]$$$$$5$2000$2400$$$$If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand), but its original ATK and DEF become halved.$$$$$
21785144$Gragonith, Lightsworn Dragon$$LIGHT$[Dragon/effect]$$$$$6$2000$1600$$$$This card gains 300 ATK and DEF for each "Lightsworn" monster with a different name in your Graveyard. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. During each of your End Phases: Send the top 3 cards of your Deck to the Graveyard.$$$$$
12298909$Prime Material Dragon$$LIGHT$[Dragon/effect]$$$$$6$2400$2000$$$$Any effect that would inflict damage to a player increases their Life Points by the same amount, instead. During either player's turn, when a card or effect is activated that would destroy a monster(s) on the field: You can send 1 card from your hand to the Graveyard; negate the activation, and if you do, destroy it.$$$$$
65192027$Dark Armed Dragon$$DARK$[Dragon/effect]$$$$$7$2800$1000$$$$Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by having exactly 3 DARK monsters in your GY. You can banish 1 DARK monster from your GY, then target 1 card on the field; destroy that target.$$$$$
88264978$Red-Eyes Darkness Metal Dragon$$DARK$[Dragon/effect]$$$$$10$2800$2400$$$$You can Special Summon this card (from your hand) by banishing 1 face-up Dragon monster you control. You can only Special Summon "Red-Eyes Darkness Metal Dragon" once per turn this way. During your Main Phase: You can Special Summon 1 Dragon monster from your hand or GY, except "Red-Eyes Darkness Metal Dragon". You can only use this effect of "Red-Eyes Darkness Metal Dragon" once per turn.$$$$$
9596126$Chaos Sorcerer$$DARK$[Spellcaster/effect]$$$$$6$2300$2000$$$$Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your GY. Once per turn: You can target 1 face-up monster on the field; banish that target. This card cannot attack the turn you activate this effect.$$$$$
17985575$Lord of D.$$DARK$[Spellcaster/effect]$$$$$4$1200$1100$$$$Neither player can target Dragon monsters on the field with card effects.$$$$$
83011278$Mystic Tomato$$DARK$[Plant/effect]$$$$$4$1400$1100$$$$When this card is destroyed by battle and sent to the GY: You can Special Summon 1 DARK monster with 1500 or less ATK from your Deck, in face-up Attack Position.$$$$$
423585$Summoner Monk$$DARK$[Spellcaster/effect]$$$$$4$800$1600$$$$While this card is face-up on the field, it cannot be Tributed. If this card is Normal or Flip Summoned: Change this card to Defense Position. Once per turn: You can discard 1 Spell; Special Summon 1 Level 4 monster from your Deck, but that monster cannot attack this turn.$$$$$
84290642$Snipe Hunter$$DARK$[Fiend/effect]$$$$$4$1500$600$$$$You can discard 1 card, then target 1 card on the field; roll a six-sided die, and destroy that target unless you roll a 1 or 6.$$$$$
66337215$Herald of Creation$$LIGHT$[Spellcaster/effect]$$$$$4$1800$600$$$$Once per turn: You can discard 1 card, then target 1 Level 7 or higher monster in your Graveyard; add that target to your hand.$$$$$
96235275$Jain, Lightsworn Paladin$$LIGHT$[Warrior/effect]$$$$$4$1800$1200$$$$If this card attacks an opponent's monster, it gains 300 ATK during the Damage Step only. Once per turn, during your End Phase: Send the top 2 cards of your Deck to the Graveyard.$$$$$
22624373$Lyla, Lightsworn Sorceress$$LIGHT$[Spellcaster/effect]$$$$$4$1700$200$$$$You can target 1 Spell/Trap your opponent controls; this card's battle position cannot be changed until the end of your next turn, also change this card you control from face-up Attack Position to face-up Defense Position, and if you do, destroy that target. Once per turn, during your End Phase: Send the top 3 cards of your Deck to the GY.$$$$$
34627841$Kaibaman$$LIGHT$[Warrior/effect]$$$$$3$200$700$$$$You can Tribute this card; Special Summon 1 "Blue-Eyes White Dragon" from your hand.$$$$$
