Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
27770341$Super Rejuvenation$$SPELL$$$$$$$$$Quick-Play$$$During the End Phase of the turn this card was activated, draw a number of cards equal to the combined number of Dragon monsters you discarded or Tributed from your hand or field this turn.$$$$$
41420027$Solemn Judgment$$TRAP$$$$$$$$$Counter$$$When a monster(s) would be Summoned, OR a Spell/Trap Card is activated: Pay half your LP; negate the Summon or activation, and if you do, destroy that card.$$$$$
30068120$Edge Imp Sabres$$DARK$[Fiend/effect]$$$$$3$1200$800$$$$If this card is in your GY: You can place 1 card from your hand on the top of the Deck; Special Summon this card in Defense Position. You can only use this effect of "Edge Imp Sabres" once per turn.$$$$$
81439173$Foolish Burial$$SPELL$$$$$$$$$Normal$$$Send 1 monster from your Deck to the GY.$$$$$
19230408$Offerings to the Doomed$$SPELL$$$$$$$$$Quick-Play$$$Target 1 face-up monster on the field; destroy that target, also skip your next Draw Phase.$$$$$
56910167$Superdreadnought Rail Cannon Gustav Max$$EARTH$[Machine/xyz]$$$$$10$3000$3000$$2 Level 10 monsters$$Once per turn: You can detach 1 material from this card; inflict 2000 damage to your opponent.$$$$$
38033121$Dark Magician Girl$$DARK$[Spellcaster/effect]$$$$$6$2000$1700$$$$Gains 300 ATK for every "Dark Magician" or "Magician of Black Chaos" in the GY.$$$$$
3643300$The Legendary Fisherman$$WATER$[Warrior/effect]$$$$$5$1850$1600$$$$While "Umi" is on the field, this card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.$$$$$
75064463$Harpie Queen$$WIND$[Winged Beast/effect]$$$$$4$1900$1200$$$$This card's name becomes "Harpie Lady" while on the field or in the GY. You can discard this card to the GY; add 1 "Harpies' Hunting Ground" from your Deck to your hand.$$$$$
90238142$Harpie Channeler$$WIND$[Winged Beast/effect]$$$$$4$1400$1300$$$$You can discard 1 "Harpie" card; Special Summon 1 "Harpie" monster from your Deck in face-up Defense Position, except "Harpie Channeler". You can only use this effect of "Harpie Channeler" once per turn. While you control a Dragon-Type monster, this card's Level becomes 7. This card's name becomes "Harpie Lady" while it is on the field or in the Graveyard.$$$$$
68815132$Harpie Dancer$$WIND$[Winged Beast/effect]$$$$$4$1200$1000$$$$You can target 1 WIND monster you control; return it to the hand, then you can Normal Summon 1 WIND monster. You can only use this effect of "Harpie Dancer" once per turn. This card's name becomes "Harpie Lady" while on the field or in the GY.$$$$$
60643553$Ghost Sister & Spooky Dogwood$$WATER$[Zombie/effect]$$$$$3$0$1800$$During either turn, except the End Phase (Quick Effect): You can discard this card; apply this effect this turn. You can only use this effect of "Ghost Sister & Spooky Dogwood" once per turn.$$● Each time your opponent Special Summons an Effect Monster(s) during the Main Phase or Battle Phase, you gain LP equal to that monster's ATK. If you did not gain LP by this effect, your LP are halved during the End Phase.$$$$$
10383554$Frightfur Leo$$DARK$[Fiend/fusion]$$$$$7$2400$2000$$"Edge Imp Saw" + 1 "Fluffal" monster$$Must be Fusion Summoned and cannot be Special Summoned by other ways. You can target 1 face-up monster your opponent controls; destroy it, and if you do, inflict damage to your opponent equal to the destroyed monster's original ATK. You can only use this effect of "Frightfur Leo" once per turn. This card cannot attack your opponent directly during the turn you activate this effect.$$$$$
85696777$Harpie Conductor$$WIND$[Winged Beast/link]$2$Bottom-Left/Bottom-Right$$$$1900$$$2 WIND monsters$$This card's name becomes "Harpie Lady" while on the field or in the GY. You can only use each of the following effects of "Harpie Conductor" once per turn.$$$$$
29508346$Arrivalrivals$$SPELL$$$$$$$$$Quick-Play$$$During the Battle Phase: Immediately after this effect resolves, Normal Summon 1 monster. You can only activate 1 "Arrivalrivals" per turn.$$$$$
92881099$Alluring Mirror Split$$SPELL$$$$$$$$$Continuous$$$When a "Harpie Lady" or "Harpie Lady Sisters" you control is destroyed by battle: You can Special Summon 1 "Harpie" monster from your Deck with a different original name than the destroyed monster. If this card you control is destroyed by a "Harpie" card's effect or your opponent's card effect: Target 1 "Harpie" monster in your GY; Special Summon it. You can only use each effect of "Alluring Mirror Split" once per turn.$$$$$
39275698$Harpie's Feather Rest$$SPELL$$$$$$$$$Normal$$$Target 3 "Harpie Lady" and/or "Harpie Lady Sisters" in your GY; shuffle them into the Deck, then draw 1 card. If you controlled a Level 5 or higher "Harpie" monster when you activated this effect, draw 2 cards instead. For the rest of this turn after this card resolves, you cannot Special Summon monsters, except WIND monsters. You can only activate 1 "Harpie's Feather Rest" per turn.$$$$$
35686188$Tragedy$$TRAP$$$$$$$$$Normal$$$When a face-up Attack Position monster(s) your opponent controls is changed to face-up Defense Position: Destroy all Defense Position monsters your opponent controls.$$$$$
